language,sent_id,N,L,d_real,d_min,d_rand,omega
Portuguese,w01033061,8,7,2.5,1.75,2.5466,0.0585
Portuguese,w01033067,18,17,3.1765,1.8889,4.2555,0.4559
Portuguese,w01034023,22,21,3.4242,1.9091,4.808,0.4773
Portuguese,w01035079,34,33,4.2763,1.9412,6.1306,0.4426
Portuguese,w01035080,30,29,4.2529,1.9333,5.7552,0.3931
Portuguese,w01035081,13,12,2.6667,1.8462,3.4473,0.4875
Portuguese,w01035082,46,45,4.2406,1.9565,7.3362,0.5754
Portuguese,w01035083,18,17,3.1307,1.8889,4.2584,0.4759
Portuguese,w01036044,23,22,3.3281,1.913,4.8866,0.5241
Portuguese,w01036077,13,12,2.7692,1.8462,3.5031,0.4429
Portuguese,w01037024,23,22,3.581,1.913,4.8418,0.4305
Portuguese,w01037080,25,24,3.7533,1.92,5.1432,0.4312
Portuguese,w01038009,16,15,3.075,1.875,3.9709,0.4275
Portuguese,w01038016,18,17,3.6732,1.8889,4.2743,0.252
Portuguese,w01038022,28,27,3.4735,1.9286,5.536,0.5717
Portuguese,w01038044,22,21,3.6883,1.9091,4.7723,0.3786
Portuguese,w01039032,17,16,3.4412,1.8824,4.0713,0.2879
Portuguese,w01039058,30,29,4.0115,1.9333,5.7076,0.4494
Portuguese,w01039065,23,22,2.996,1.913,4.9445,0.6427
Portuguese,w01040100,25,24,4.1133,1.92,5.121,0.3148
Portuguese,w01040101,33,32,3.8674,1.9394,6.0842,0.5348
Portuguese,w01040102,20,19,3.6368,1.9,4.5544,0.3457
Portuguese,w01040103,16,15,2.9083,1.875,3.9154,0.4936
Portuguese,w01040104,24,23,3.692,1.9167,4.9781,0.4201
Portuguese,w01041046,24,23,3.192,1.9167,4.9928,0.5854
Portuguese,w01042055,22,21,4.0866,1.9091,4.7776,0.2409
Portuguese,w01043027,26,25,3.6708,1.9231,5.3253,0.4863
Portuguese,w01043065,27,26,3.7151,1.9259,5.4556,0.4931
Portuguese,w01044010,28,27,3.1455,1.9286,5.4126,0.6507
Portuguese,w01045002,35,34,4.9513,1.9429,6.2222,0.297
Portuguese,w01045003,50,49,4.3078,1.96,7.9399,0.6074
Portuguese,w01045004,16,15,2.9583,1.875,3.9085,0.4672
Portuguese,w01045005,63,62,5.5576,1.9683,8.8239,0.4764
Portuguese,w01045006,37,36,4.2943,1.9459,6.5955,0.4949
Portuguese,w01046011,19,18,3.2164,1.8947,4.3965,0.4717
Portuguese,w01046056,25,24,3.5,1.92,5.1541,0.5115
Portuguese,w01047008,27,26,4.1481,1.9259,5.3922,0.3589
Portuguese,w01047071,20,19,3.1421,1.9,4.5073,0.5236
Portuguese,w01047094,37,36,4.3604,1.9459,6.4666,0.4659
Portuguese,w01047104,28,27,3.6508,1.9286,5.5658,0.5265
Portuguese,w01048027,26,25,3.5169,1.9231,5.2489,0.5208
Portuguese,w01048090,18,17,2.9608,1.8889,4.2114,0.5385
Portuguese,w01049051,18,17,2.8758,1.8889,4.2177,0.5762
Portuguese,w01049066,25,24,3.1667,1.92,5.1292,0.6115
Portuguese,w01049082,34,33,4.9661,1.9412,6.1599,0.283
Portuguese,w01050067,20,19,3.3211,1.9,4.5019,0.4538
Portuguese,w01050068,17,16,3.2353,1.8824,4.1339,0.3991
Portuguese,w01050069,24,23,3.9457,1.9167,5.016,0.3453
Portuguese,w01050070,44,43,4.0529,1.9545,7.1692,0.5976
Portuguese,w01050071,22,21,3.684,1.9091,4.8533,0.3972
Portuguese,w01051032,15,14,2.8762,1.8667,3.7825,0.4731
Portuguese,w01051080,31,30,4.172,1.9355,5.9042,0.4365
Portuguese,w01052022,15,14,3.3524,1.8667,3.7934,0.2289
Portuguese,w01052038,40,39,4.1744,1.95,6.7815,0.5396
Portuguese,w01052046,28,27,4.2884,1.9286,5.6153,0.3599
Portuguese,w01053015,19,18,3.3801,1.8947,4.4163,0.4109
Portuguese,w01053031,21,20,3.3619,1.9048,4.6592,0.471
Portuguese,w01053045,23,22,3.4308,1.913,4.887,0.4896
Portuguese,w01053062,29,28,3.3547,1.931,5.6322,0.6154
Portuguese,w01053067,27,26,4.5242,1.9259,5.359,0.2432
Portuguese,w01054107,20,19,2.8632,1.9,4.5019,0.6298
Portuguese,w01056103,39,38,3.8435,1.9487,6.6887,0.6003
Portuguese,w01057006,10,9,2.5778,1.8,2.92,0.3056
Portuguese,w01057016,19,18,3.8947,1.8947,4.4435,0.2153
Portuguese,w01057041,29,28,3.7734,1.931,5.6606,0.506
Portuguese,w01058009,15,14,2.7048,1.8667,3.7954,0.5655
Portuguese,w01058013,14,13,2.6923,1.8571,3.6036,0.5218
Portuguese,w01060037,20,19,3.3895,1.9,4.5234,0.4322
Portuguese,w01060038,28,27,3.8757,1.9286,5.5028,0.4552
Portuguese,w01060039,23,22,3.8814,1.913,4.9411,0.35
Portuguese,w01060040,25,24,3.8933,1.92,5.1455,0.3882
Portuguese,w01060041,35,34,4.6387,1.9429,6.3243,0.3847
Portuguese,w01061050,24,23,3.1667,1.9167,5.0597,0.6023
Portuguese,w01062037,22,21,3.342,1.9091,4.7505,0.4957
Portuguese,w01062063,46,45,5.6348,1.9565,7.3791,0.3217
Portuguese,w01063048,23,22,3.4704,1.913,4.9209,0.4823
Portuguese,w01064034,11,10,2.5818,1.8182,3.1602,0.431
Portuguese,w01065018,50,49,4.1853,1.96,7.652,0.609
Portuguese,w01065019,33,32,3.7879,1.9394,5.9873,0.5433
Portuguese,w01065020,23,22,3.4308,1.913,4.9225,0.4957
Portuguese,w01065021,25,24,3.3733,1.92,5.1119,0.5447
Portuguese,w01065022,29,28,4.3498,1.931,5.6196,0.3443
Portuguese,w01066003,42,41,4.5134,1.9524,6.9808,0.4907
Portuguese,w01066006,22,21,3.5368,1.9091,4.7686,0.4308
Portuguese,w01066008,34,33,4.4439,1.9412,6.2021,0.4126
Portuguese,w01066040,31,30,4.2882,1.9355,5.8896,0.405
Portuguese,w01067032,29,28,4.133,1.931,5.6117,0.4017
Portuguese,w01067059,21,20,3.8762,1.9048,4.607,0.2704
Portuguese,w01067103,17,16,3.4118,1.8824,4.1163,0.3154
Portuguese,w01068027,36,35,4.3032,1.9444,6.355,0.4652
Portuguese,w01068056,6,5,1.8667,1.6667,2.1137,0.5526
Portuguese,w01069007,27,26,4.0171,1.9259,5.4661,0.4093
Portuguese,w01069040,23,22,3.6285,1.913,4.8619,0.4183
Portuguese,w01069056,32,31,4.2621,1.9375,5.9508,0.4208
Portuguese,w01069094,28,27,3.8624,1.9286,5.4829,0.4559
Portuguese,w01070031,30,29,4.508,1.9333,5.7121,0.3186
Portuguese,w01070032,18,17,3.5686,1.8889,4.3077,0.3056
Portuguese,w01070033,21,20,3.4571,1.9048,4.6359,0.4316
Portuguese,w01070034,21,20,3.3524,1.9048,4.6532,0.4733
Portuguese,w01070035,9,8,2.3889,1.7778,2.7958,0.3997
Portuguese,w01071036,8,7,2.3214,1.75,2.5464,0.2825
Portuguese,w01071043,14,13,2.7143,1.8571,3.6319,0.517
Portuguese,w01072002,43,42,4.5781,1.9535,7.1424,0.4942
Portuguese,w01072046,14,13,2.7253,1.8571,3.6588,0.5182
Portuguese,w01072065,21,20,2.9619,1.9048,4.6524,0.6153
Portuguese,w01072079,21,20,3.6,1.9048,4.7073,0.3951
Portuguese,w01073007,32,31,4.0222,1.9375,5.9549,0.4811
Portuguese,w01073042,31,30,4.2495,1.9355,5.8438,0.4079
Portuguese,w01073054,22,21,3.7749,1.9091,4.8434,0.3641
Portuguese,w01073067,24,23,3.8587,1.9167,5.0985,0.3897
Portuguese,w01073075,12,11,2.697,1.8333,3.2933,0.4085
Portuguese,w01074088,28,27,4.5,1.9286,5.504,0.2808
Portuguese,w01075036,34,33,4.0267,1.9412,6.129,0.502
Portuguese,w01075037,56,55,5.2922,1.9643,8.2477,0.4704
Portuguese,w01075038,31,30,3.9054,1.9355,5.8966,0.5027
Portuguese,w01075039,54,53,4.9294,1.963,8.0877,0.5157
Portuguese,w01075040,17,16,3.25,1.8824,4.0547,0.3704
Portuguese,w01076039,21,20,3.8381,1.9048,4.6754,0.3022
Portuguese,w01076054,36,35,4.5635,1.9444,6.3168,0.401
Portuguese,w01078013,20,19,3.3474,1.9,4.5334,0.4504
Portuguese,w01079038,13,12,2.8205,1.8462,3.4746,0.4017
Portuguese,w01079049,20,19,3.5737,1.9,4.5332,0.3644
Portuguese,w01079057,32,31,3.9234,1.9375,6.0277,0.5145
Portuguese,w01079077,29,28,3.6946,1.931,5.6054,0.52
Portuguese,w01080128,20,19,3.2053,1.9,4.4889,0.4958
Portuguese,w01080129,10,9,2.3333,1.8,2.9599,0.5402
Portuguese,w01080130,21,20,3.3048,1.9048,4.6372,0.4876
Portuguese,w01080131,41,40,4.6561,1.9512,6.9265,0.4563
Portuguese,w01080132,30,29,3.9057,1.9333,5.7197,0.4791
Portuguese,w01081030,9,8,2.3889,1.7778,2.8072,0.4064
Portuguese,w01082055,14,13,2.5714,1.8571,3.621,0.5951
Portuguese,w01083007,20,19,3.7842,1.9,4.5026,0.276
Portuguese,w01083021,26,25,4.0031,1.9231,5.2799,0.3804
Portuguese,w01084085,10,9,2.4444,1.8,2.9697,0.449
Portuguese,w01084102,27,26,3.8519,1.9259,5.4066,0.4467
Portuguese,w01085004,11,10,2.5091,1.8182,3.1122,0.4661
Portuguese,w01085005,25,24,3.5067,1.92,5.0887,0.4993
Portuguese,w01085006,27,26,4.057,1.9259,5.4666,0.3981
Portuguese,w01085007,18,17,3.3922,1.8889,4.2184,0.3547
Portuguese,w01085008,24,23,3.5072,1.9167,5.0234,0.488
Portuguese,w01086012,17,16,3.5,1.8824,4.121,0.2774
Portuguese,w01086037,14,13,3.1868,1.8571,3.6574,0.2614
Portuguese,w01087052,34,33,4.4225,1.9412,6.1614,0.412
Portuguese,w01088099,33,32,5.1515,1.9394,6.0683,0.222
Portuguese,w01089017,23,22,3.9526,1.913,4.9715,0.3332
Portuguese,w01089040,23,22,4.3874,1.913,4.9445,0.1838
Portuguese,w01089068,32,31,4.1633,1.9375,5.9217,0.4413
Portuguese,w01091016,35,34,3.8319,1.9429,6.2973,0.5662
Portuguese,w01091045,21,20,3.2095,1.9048,4.5792,0.5121
Portuguese,w01092019,17,16,3.1765,1.8824,4.0501,0.403
Portuguese,w01092032,13,12,3.1795,1.8462,3.4878,0.1878
Portuguese,w01093028,24,23,3.3478,1.9167,5.0912,0.5492
Portuguese,w01094022,22,21,3.0866,1.9091,4.7925,0.5916
Portuguese,w01094066,29,28,4.1823,1.931,5.6418,0.3933
Portuguese,w01095089,40,39,4.0423,1.95,6.7903,0.5677
Portuguese,w01095090,18,17,2.9935,1.8889,4.2519,0.5325
Portuguese,w01095091,33,32,4.6705,1.9394,6.175,0.3552
Portuguese,w01095092,31,30,3.7978,1.9355,5.8295,0.5217
Portuguese,w01095093,30,29,3.469,1.9333,5.6446,0.5862
Portuguese,w01096013,40,39,5.6923,1.95,6.7811,0.2254
Portuguese,w01096055,23,22,3.7628,1.913,4.8607,0.3724
Portuguese,w01096074,24,23,3.6341,1.9167,5.1335,0.4661
Portuguese,w01097059,17,16,3.2794,1.8824,4.0728,0.3622
Portuguese,w01097104,28,27,4.2011,1.9286,5.5835,0.3782
Portuguese,w01098043,32,31,3.9698,1.9375,6.0165,0.5018
Portuguese,w01099012,16,15,3.3417,1.875,3.9031,0.2768
Portuguese,w01099045,22,21,2.987,1.9091,4.8383,0.632
Portuguese,w01100046,36,35,4.6952,1.9444,6.4888,0.3947
Portuguese,w01100047,17,16,3.25,1.8824,4.0583,0.3715
Portuguese,w01100048,31,30,4.1032,1.9355,5.9065,0.4541
Portuguese,w01100049,37,36,4.6517,1.9459,6.502,0.4061
Portuguese,w01100050,18,17,3.3595,1.8889,4.3021,0.3906
Portuguese,w01101020,21,20,3.9619,1.9048,4.6344,0.2464
Portuguese,w01101046,25,24,3.9867,1.92,5.2231,0.3743
Portuguese,w01101084,21,20,3.5048,1.9048,4.685,0.4245
Portuguese,w01102020,31,30,4.8903,1.9355,5.8831,0.2515
Portuguese,w01102040,25,24,3.7667,1.92,5.0977,0.4189
Portuguese,w01103022,37,36,4.2192,1.9459,6.5504,0.5063
Portuguese,w01105053,27,26,3.7208,1.9259,5.3558,0.4767
Portuguese,w01105054,43,42,4.3898,1.9535,7.0294,0.52
Portuguese,w01105055,44,43,5.3943,1.9545,7.2461,0.35
Portuguese,w01105056,20,19,3.2263,1.9,4.5377,0.4972
Portuguese,w01105057,32,31,3.5282,1.9375,5.9332,0.6019
Portuguese,w01106021,11,10,2.4364,1.8182,3.1355,0.5307
Portuguese,w01106052,21,20,3.6667,1.9048,4.6232,0.3519
Portuguese,w01106073,17,16,3.3971,1.8824,4.1215,0.3235
Portuguese,w01107013,19,18,3.2398,1.8947,4.4617,0.476
Portuguese,w01107063,20,19,3.7895,1.9,4.4971,0.2725
Portuguese,w01107124,35,34,4.3025,1.9429,6.3325,0.4624
Portuguese,w01108036,23,22,3.5336,1.913,4.8851,0.4547
Portuguese,w01108063,24,23,3.6449,1.9167,4.9931,0.4382
Portuguese,w01109009,12,11,2.4697,1.8333,3.3348,0.5762
Portuguese,w01109036,13,12,2.5897,1.8462,3.4935,0.5486
Portuguese,w01109120,17,16,2.9118,1.8824,4.1052,0.5369
Portuguese,w01111021,16,15,3.025,1.875,3.9969,0.458
Portuguese,w01111089,14,13,3.0549,1.8571,3.6438,0.3296
Portuguese,w01111093,19,18,3.2632,1.8947,4.3646,0.4459
Portuguese,w01112060,16,15,3.2667,1.875,3.9493,0.3291
Portuguese,w01112098,26,25,3.7169,1.9231,5.2482,0.4605
Portuguese,w01113033,25,24,3.88,1.92,5.1788,0.3986
Portuguese,w01113046,17,16,2.75,1.8824,4.0973,0.6083
Portuguese,w01113058,18,17,3.0392,1.8889,4.2711,0.5171
Portuguese,w01113074,39,38,5.0769,1.9487,6.6553,0.3354
Portuguese,w01114053,17,16,3.2794,1.8824,4.0816,0.3648
Portuguese,w01115022,24,23,4.0471,1.9167,5.0291,0.3155
Portuguese,w01115023,20,19,3.2,1.9,4.5385,0.5073
Portuguese,w01115024,13,12,2.9744,1.8462,3.4986,0.3172
Portuguese,w01115025,30,29,4.3586,1.9333,5.6484,0.3472
Portuguese,w01115026,5,4,1.8,1.6,1.886,0.3007
Portuguese,w01116036,10,9,2.5556,1.8,2.9643,0.3511
Portuguese,w01116088,35,34,3.9765,1.9429,6.3216,0.5356
Portuguese,w01116100,14,13,2.8462,1.8571,3.6362,0.4441
Portuguese,w01117009,16,15,3.4833,1.875,3.9307,0.2176
Portuguese,w01117029,15,14,3.1619,1.8667,3.7687,0.319
Portuguese,w01117034,30,29,4.0529,1.9333,5.747,0.4442
Portuguese,w01119059,25,24,4.3733,1.92,5.1857,0.2488
Portuguese,w01119076,24,23,3.1667,1.9167,5.0908,0.6062
Portuguese,w01119100,31,30,3.3548,1.9355,5.8069,0.6334
Portuguese,w01121052,35,34,4.3361,1.9429,6.3157,0.4527
Portuguese,w01122031,36,35,3.9937,1.9444,6.4063,0.5407
Portuguese,w01122064,35,34,4.5109,1.9429,6.2941,0.4098
Portuguese,w01124011,46,45,4.4367,1.9565,7.2718,0.5334
Portuguese,w01124049,26,25,3.7538,1.9231,5.2609,0.4515
Portuguese,w01125034,30,29,4.0046,1.9333,5.6751,0.4465
Portuguese,w01125035,22,21,4.0,1.9091,4.843,0.2873
Portuguese,w01125036,20,19,3.0579,1.9,4.5204,0.5581
Portuguese,w01125037,12,11,2.7727,1.8333,3.3089,0.3634
Portuguese,w01125038,37,36,4.1051,1.9459,6.4587,0.5215
Portuguese,w01127071,16,15,3.0,1.875,3.8823,0.4396
Portuguese,w01127096,23,22,3.5494,1.913,4.8815,0.4488
Portuguese,w01128053,32,31,3.9738,1.9375,5.9465,0.4921
Portuguese,w01128059,14,13,2.967,1.8571,3.623,0.3715
Portuguese,w01129019,8,7,2.25,1.75,2.5998,0.4116
Portuguese,w01129037,17,16,3.1029,1.8824,4.1116,0.4525
Portuguese,w01129053,38,37,4.1309,1.9474,6.5102,0.5215
Portuguese,w01130099,30,29,3.9747,1.9333,5.6873,0.4562
Portuguese,w01130100,27,26,3.3447,1.9259,5.4287,0.595
Portuguese,w01130101,31,30,3.8022,1.9355,5.8005,0.517
Portuguese,w01130102,32,31,3.8851,1.9375,5.9763,0.5178
Portuguese,w01130103,18,17,3.2026,1.8889,4.236,0.4403
Portuguese,w01131060,13,12,3.1026,1.8462,3.4945,0.2378
Portuguese,w01131076,28,27,4.0608,1.9286,5.495,0.4021
Portuguese,w01132042,28,27,4.8122,1.9286,5.4118,0.1721
Portuguese,w01132056,28,27,3.5952,1.9286,5.4965,0.5329
Portuguese,w01132081,39,38,4.0756,1.9487,6.5977,0.5425
Portuguese,w01133014,33,32,4.4053,1.9394,6.0696,0.403
Portuguese,w01133016,31,30,3.5914,1.9355,5.8116,0.5728
Portuguese,w01134009,15,14,2.5714,1.8667,3.8161,0.6385
Portuguese,w01134062,32,31,4.0302,1.9375,5.8974,0.4715
Portuguese,w01134078,16,15,3.1417,1.875,3.9532,0.3905
Portuguese,w01135034,19,18,2.8772,1.8947,4.3979,0.6075
Portuguese,w01135035,33,32,4.1932,1.9394,6.0182,0.4474
Portuguese,w01135036,20,19,3.1684,1.9,4.4874,0.5098
Portuguese,w01135037,29,28,3.798,1.931,5.6757,0.5014
Portuguese,w01135038,40,39,4.8359,1.95,6.8718,0.4137
Portuguese,w01136029,14,13,2.8791,1.8571,3.6221,0.421
Portuguese,w01136074,25,24,3.9067,1.92,5.1124,0.3777
Portuguese,w01137050,25,24,4.0467,1.92,5.1618,0.344
Portuguese,w01137068,25,24,3.9067,1.92,5.0512,0.3655
Portuguese,w01137087,32,31,4.4294,1.9375,5.9389,0.3772
Portuguese,w01138045,26,25,3.6492,1.9231,5.2409,0.4797
Portuguese,w01139043,12,11,2.4848,1.8333,3.3556,0.572
Portuguese,w01139090,17,16,3.7059,1.8824,4.0927,0.175
Portuguese,w01140030,31,30,4.4215,1.9355,5.8952,0.3722
Portuguese,w01140031,33,32,4.3182,1.9394,6.0503,0.4213
Portuguese,w01140032,17,16,3.3235,1.8824,4.0398,0.332
Portuguese,w01140033,27,26,3.4074,1.9259,5.3395,0.566
Portuguese,w01140034,25,24,4.1133,1.92,5.2185,0.335
Portuguese,w01141025,20,19,3.1158,1.9,4.524,0.5367
Portuguese,w01141077,18,17,3.2941,1.8889,4.2524,0.4054
Portuguese,w01141137,9,8,2.3333,1.7778,2.7697,0.4399
Portuguese,w01142013,42,41,5.0627,1.9524,6.9926,0.3829
Portuguese,w01142031,7,6,2.381,1.7143,2.35,-0.0487
Portuguese,w01142063,14,13,2.8022,1.8571,3.6218,0.4644
Portuguese,w01143015,25,24,3.72,1.92,5.0901,0.4322
Portuguese,w01143037,25,24,3.7333,1.92,5.1742,0.4428
Portuguese,w01144031,13,12,2.6667,1.8462,3.5115,0.5073
Portuguese,w01144056,28,27,4.0503,1.9286,5.5567,0.4152
Portuguese,w01144063,27,26,3.6581,1.9259,5.3276,0.4908
Portuguese,w01144084,38,37,5.0569,1.9474,6.5813,0.329
Portuguese,w01144086,20,19,3.2158,1.9,4.5238,0.4985
Portuguese,w01146051,26,25,4.2154,1.9231,5.3313,0.3274
Portuguese,w01146099,19,18,2.9591,1.8947,4.3298,0.5629
Portuguese,w01147010,22,21,3.5758,1.9091,4.8041,0.4243
Portuguese,w01147018,40,39,4.5372,1.95,6.7485,0.4608
Portuguese,w01147122,19,18,3.4503,1.8947,4.3321,0.3618
Portuguese,w01148068,24,23,3.779,1.9167,5.0651,0.4085
Portuguese,w01149002,15,14,3.2381,1.8667,3.8284,0.3009
Portuguese,w01149077,29,28,3.8227,1.931,5.6369,0.4896
Portuguese,w01149088,34,33,4.1658,1.9412,6.2058,0.4784
Portuguese,w01150044,13,12,2.8205,1.8462,3.4918,0.4079
Portuguese,w01150045,30,29,4.0345,1.9333,5.6386,0.4329
Portuguese,w01150046,20,19,3.6842,1.9,4.4754,0.3072
Portuguese,w01150047,33,32,4.75,1.9394,6.0702,0.3196
Portuguese,w01150048,50,49,4.8816,1.96,7.6856,0.4897
Portuguese,n02002007,22,21,3.8442,1.9091,4.7974,0.33
Portuguese,n02004007,16,15,2.9833,1.875,3.9062,0.4543
Portuguese,n02006006,25,24,3.8867,1.92,5.1448,0.3901
Portuguese,n02007010,31,30,3.8796,1.9355,5.8624,0.5049
Portuguese,n02011003,33,32,4.8371,1.9394,6.035,0.2925
Portuguese,n02011018,13,12,2.7179,1.8462,3.4629,0.4608
Portuguese,n02016006,17,16,2.8676,1.8824,4.1071,0.5571
Portuguese,n02017008,24,23,3.4203,1.9167,4.9795,0.5091
Portuguese,n02022015,11,10,2.4727,1.8182,3.1595,0.512
Portuguese,n02024008,23,22,3.7866,1.913,4.8586,0.3639
Portuguese,n02027007,21,20,3.3619,1.9048,4.6657,0.4722
Portuguese,n02027019,14,13,3.022,1.8571,3.6212,0.3397
Portuguese,n02027021,64,63,5.1468,1.9688,8.8409,0.5375
Portuguese,n02030005,15,14,2.7429,1.8667,3.8233,0.5522
Portuguese,n02031071,17,16,3.1765,1.8824,4.1302,0.4243
Portuguese,n02032022,37,36,4.3363,1.9459,6.5541,0.4813
Portuguese,n02033063,7,6,1.9048,1.7143,2.3752,0.7118
Portuguese,n02033113,25,24,3.68,1.92,5.1542,0.4558
Portuguese,n02034018,27,26,3.6467,1.9259,5.4315,0.5091
Portuguese,n02036018,13,12,3.0,1.8462,3.4979,0.3015
Portuguese,n02038007,11,10,2.7273,1.8182,3.1471,0.3159
Portuguese,n02040023,16,15,3.2667,1.875,3.9783,0.3383
Portuguese,n02041014,12,11,2.7727,1.8333,3.298,0.3586
Portuguese,n02042005,16,15,3.2583,1.875,3.9384,0.3296
Portuguese,n02042026,31,30,3.8882,1.9355,5.9111,0.5088
Portuguese,n02042028,11,10,2.6545,1.8182,3.1436,0.369
Portuguese,n02043008,8,7,1.75,1.75,2.5846,1.0
Portuguese,n02044008,19,18,3.3216,1.8947,4.377,0.4252
Portuguese,n02044009,29,28,4.0788,1.931,5.6165,0.4172
Portuguese,n02046037,9,8,2.2778,1.7778,2.7692,0.4957
Portuguese,n02048002,6,5,1.9333,1.6667,2.1387,0.435
Portuguese,n02050052,13,12,2.641,1.8462,3.4199,0.4949
Portuguese,n02052023,24,23,3.5254,1.9167,5.113,0.4967
Portuguese,n02056019,13,12,2.8974,1.8462,3.4546,0.3464
Portuguese,n02058056,25,24,3.4933,1.92,5.2075,0.5214
Portuguese,n02066010,41,40,4.7707,1.9512,6.8929,0.4294
Portuguese,n02066011,33,32,3.9545,1.9394,6.08,0.5133
Portuguese,n02068010,9,8,2.1111,1.7778,2.7467,0.656
Portuguese,n02068015,9,8,2.5556,1.7778,2.7544,0.2036
Portuguese,n02069039,17,16,2.6912,1.8824,4.0905,0.6337
Portuguese,n02073024,15,14,3.1429,1.8667,3.8026,0.3408
Portuguese,n02074009,40,39,4.3449,1.95,6.8074,0.507
Portuguese,n02075020,16,15,3.025,1.875,3.9382,0.4426
Portuguese,n02076003,48,47,4.7668,1.9583,7.4378,0.4874
Portuguese,n02078004,13,12,2.8974,1.8462,3.5064,0.3668
Portuguese,n02078011,16,15,3.0917,1.875,3.9421,0.4114
Portuguese,n02079042,16,15,2.9333,1.875,3.9147,0.4811
Portuguese,n02081019,48,47,4.1463,1.9583,7.6164,0.6133
Portuguese,n02082017,31,30,4.1548,1.9355,5.7866,0.4237
Portuguese,n02083054,38,37,3.9488,1.9474,6.5426,0.5645
Portuguese,n03001007,19,18,3.2515,1.8947,4.3864,0.4555
Portuguese,n03001019,18,17,3.1569,1.8889,4.2259,0.4574
Portuguese,n03001023,23,22,3.6838,1.913,4.9033,0.4078
Portuguese,n03001030,12,11,2.697,1.8333,3.2892,0.4068
Portuguese,n03002003,20,19,3.1947,1.9,4.5476,0.511
Portuguese,n03002010,23,22,3.249,1.913,4.9038,0.5533
Portuguese,n03003025,15,14,3.1238,1.8667,3.7834,0.3441
Portuguese,n03003036,32,31,4.2863,1.9375,5.9931,0.4209
Portuguese,n03004003,37,36,5.1502,1.9459,6.4583,0.2899
Portuguese,n03005007,21,20,3.3905,1.9048,4.712,0.4707
Portuguese,n03005025,34,33,3.6684,1.9412,6.1021,0.5849
Portuguese,n03006003,16,15,3.1417,1.875,3.9589,0.3922
Portuguese,n03006008,20,19,3.6737,1.9,4.4648,0.3084
Portuguese,n03006016,11,10,2.7273,1.8182,3.1333,0.3087
Portuguese,n03006028,36,35,4.1492,1.9444,6.3309,0.4974
Portuguese,n03006034,20,19,3.0947,1.9,4.5859,0.5552
Portuguese,n03007003,19,18,3.8363,1.8947,4.3291,0.2025
Portuguese,n03007006,19,18,3.4971,1.8947,4.3601,0.35
Portuguese,n03007009,33,32,4.6288,1.9394,6.0214,0.3412
Portuguese,n03007011,17,16,3.1471,1.8824,4.1418,0.4402
Portuguese,n03008011,10,9,2.4222,1.8,2.9584,0.4629
Portuguese,n03009006,22,21,3.3723,1.9091,4.7419,0.4835
Portuguese,n03009011,22,21,3.7532,1.9091,4.7694,0.3552
Portuguese,n03010012,31,30,4.1634,1.9355,5.9423,0.444
Portuguese,n03010019,8,7,2.2143,1.75,2.552,0.4211
Portuguese,n04001002,34,33,4.4724,1.9412,6.1618,0.4003
Portuguese,n04001013,25,24,3.82,1.92,5.2013,0.421
Portuguese,n04002020,15,14,3.4095,1.8667,3.781,0.194
Portuguese,n04002027,17,16,3.1176,1.8824,4.1086,0.4451
Portuguese,n04002029,12,11,2.8485,1.8333,3.2872,0.3018
Portuguese,n04003043,11,10,2.4364,1.8182,3.1369,0.5312
Portuguese,n04005003,18,17,3.3399,1.8889,4.2634,0.3889
Portuguese,n04005016,18,17,3.0523,1.8889,4.2217,0.5013
Portuguese,n04006003,17,16,3.6471,1.8824,4.1318,0.2155
Portuguese,n04006004,24,23,3.8116,1.9167,5.0599,0.3971
Portuguese,n04006010,17,16,3.0,1.8824,4.1274,0.5022
Portuguese,n04006014,37,36,5.0961,1.9459,6.457,0.3017
Portuguese,n04006016,28,27,4.5556,1.9286,5.4842,0.2612
Portuguese,n04007002,25,24,3.5533,1.92,5.1457,0.4936
Portuguese,n04007015,31,30,4.0774,1.9355,5.9063,0.4606
Portuguese,n04007018,26,25,3.88,1.9231,5.2577,0.4132
Portuguese,n04007023,3,2,1.3333,1.3333,1.3333,0.5
Portuguese,n04008007,15,14,3.2952,1.8667,3.8121,0.2657
Portuguese,n04008016,20,19,3.1316,1.9,4.5147,0.529
Portuguese,n04009002,28,27,4.4947,1.9286,5.4949,0.2804
Portuguese,n04009003,21,20,4.3238,1.9048,4.6372,0.1147
Portuguese,n04010006,25,24,3.94,1.92,5.1419,0.373
Portuguese,n04010016,28,27,3.7328,1.9286,5.529,0.4989
Portuguese,n04010017,18,17,2.9412,1.8889,4.2607,0.5563
Portuguese,n04010021,24,23,4.2609,1.9167,5.052,0.2523
Portuguese,n05001005,34,33,4.2977,1.9412,6.1762,0.4436
Portuguese,n05001008,13,12,3.2308,1.8462,3.4717,0.1482
Portuguese,n05002004,34,33,4.3672,1.9412,6.2197,0.433
Portuguese,n05002015,11,10,2.4727,1.8182,3.1447,0.5066
Portuguese,n05002017,24,23,3.8406,1.9167,4.9563,0.3671
Portuguese,n05002020,7,6,2.0952,1.7143,2.3557,0.4061
Portuguese,n05002023,16,15,2.7417,1.875,3.9614,0.5846
Portuguese,n05003006,19,18,3.462,1.8947,4.4136,0.3778
Portuguese,n05003010,12,11,2.5758,1.8333,3.2954,0.4922
Portuguese,n05003019,21,20,3.8952,1.9048,4.7068,0.2896
Portuguese,n05003022,14,13,2.7912,1.8571,3.6469,0.4781
